SFx	SFy	SFz
0.00240161169335724	0.00229628416961141	0.00879536915809621
0.00240439326599407	0.00229566850373212	0.00879138242975044
0.00241375252090663	0.00229499669991437	0.00878567924406226
0.00245397278145435	0.00229411168623504	0.00877268751874443
0.00250968188188086	0.00229311324975676	0.00875601777892198
0.00257147405404577	0.00229205753131283	0.00873726474318896
0.0026407913537723	0.00229093877045017	0.00871657124452242
0.00271405529540417	0.00228978943308254	0.00869596964019687
0.00279066088582865	0.00228860476266889	0.00867452253165186
0.00287404128212607	0.00228736463175019	0.00865171349892603
0.00295974953032164	0.00228609230356506	0.00862790379738691
0.00303668437218174	0.00228483845603858	0.00860301123457222
0.00311141686968577	0.00228357358569833	0.00857717388246899
0.00318790945149435	0.00228228562756395	0.00855126178571531
0.00326516149216248	0.0022809755147563	0.00852478749683568
0.00334454860589769	0.00227962765975835	0.00849649549745192
0.00342611889940776	0.00227825201395085	0.00846779017481489
0.00350725586813109	0.00227685600628793	0.00843810515417368
0.00359041379192263	0.00227543758231457	0.00840867235678407
0.0036815121514191	0.00227399768520541	0.00838329571516676
0.00377594100468722	0.00227253890016892	0.0083595250408352
0.00387400001975669	0.0022710534639057	0.00833631994288616
0.00397332606090857	0.00226954998873718	0.00831357050609552
0.00406634621245337	0.00226804912994618	0.0082898234254959
0.00415829862655742	0.00226653484738147	0.00826579389535785
0.00424863448487007	0.00226501154221214	0.00824188635582484
0.00433918672492585	0.00226347079646584	0.00821785519554317
0.00444031218083545	0.00226187331058364	0.00819384740021739
0.00454521460952784	0.00226024471860096	0.00816977648768289
0.00464449021046032	0.00225861770697167	0.00814477826343184
0.00474219794087817	0.0022569787855337	0.00811941638989647
0.00484573787898983	0.00225530471201601	0.00809513278415937
0.00494553962545146	0.00225362666087106	0.00807048549831425
0.00504654695538795	0.00225192818003774	0.00804588637844432
0.00513926804561451	0.00225024072613969	0.00802030674882348
0.00519434312509217	0.00224866156452175	0.00799009400081395
0.00523044460540685	0.00224712923817333	0.00795750752275424
0.00525785911027742	0.00224560819993558	0.00792449857096332
0.00527567220530701	0.00224410293495313	0.00789042928308628
0.00529037470262114	0.00224259548555611	0.00785474484073705
0.00530069091906378	0.0022410871147291	0.007818537313551
0.00530294907245966	0.00223959099453484	0.00778105013658539
0.00530125832462753	0.00223809162039061	0.00774357668730194
0.00530415378308364	0.00223655316392802	0.00771022292645287
0.00530669771313866	0.00223499699245513	0.00767849619405057
0.00530726227109464	0.00223343320192235	0.00764619332352181
0.0053057598891165	0.00223186059753175	0.00761412535797083
0.00529893202611085	0.00223028872284702	0.00758292626473181
0.00528913967321712	0.00222871283230628	0.00755133294285205
0.00527735311890172	0.00222712635392255	0.00752082789530427
0.005263819798717	0.00222553343491012	0.00748941576864897
0.00525054890610002	0.00222394024866214	0.00745153586750865
0.0052367706210695	0.00222234041164999	0.00741108967281354
0.00522066851469486	0.00222074028262296	0.00736885980373331
0.00520362600745294	0.00221913154033642	0.00732586607984942
0.00518839070727474	0.00221749172649636	0.00728630338737552
0.00517261562543761	0.00221583846088087	0.00724752797582655
0.00515722539856625	0.00221416785049358	0.00720942597549145
0.00514068562060635	0.00221248890296434	0.00717148936041346
0.00511647755990143	0.00221084228775651	0.00712955332798744
0.00508884362547532	0.00220920173692783	0.00708636274159866
0.00506284860622406	0.00220753591665376	0.00704627725489504
0.00503648630896518	0.00220585751589765	0.00702739022698738
0.00500651948700371	0.00220418628824031	0.00695753948620321
0.00497749433926079	0.00220249425013814	0.00685572503225982
0.00494685074616545	0.00220079958212818	0.00707420680610406
0.00491936095945725	0.00219907088068469	0.00724297169750211
0.00490959887778028	0.002197214993983	0.00712140665596298
0.00490832968818453	0.00219529283790783	0.00722935735108298
0.00491045429831181	0.00219332934237504	0.00534763672212109
0.00491646061787377	0.00219132869543197	0.00279927832459688
0.00492319086430637	0.00218932926538479	0.00680675898647859
0.00493126069159225	0.00218731181181113	0.0124894081582316
0.00494251472070505	0.00218526879797317	0.00972508288175663
0.00495491637553393	0.00218320415593056	0.00477004628235683
0.00496417122803025	0.00218110760010362	0.0048947538998677
0.00497279478169315	0.00217898729628928	0.00628356534268837
0.0049816838101437	0.00217686406407199	0.00668533145920707
0.00499086544079979	0.00217472747656394	0.00696998220597751
0.00500190909321523	0.00217255355718283	0.00709350551693072
0.00501373737810827	0.00217037076582817	0.00712505945765432
0.00502585318489612	0.00216816575058923	0.00705351112586321
0.00503821877540291	0.00216596546532876	0.00693739071923267
0.005050078720542	0.00216385137390573	0.00694453676868624
0.00506169302874512	0.00216177061432613	0.00698580562724378
0.00507387258354045	0.00215970285714349	0.00700917250923369
0.00508597940997073	0.00215764399761748	0.00703358589291177
0.00509667567966781	0.00215555847119041	0.00705560870134072
0.00510709873161213	0.00215346541430685	0.00707770250332732
0.00511686232854176	0.00215137256481163	0.00709950001457111
0.00512666755656204	0.00214927688099536	0.00712198710197412
0.00513954930102837	0.00214719076018194	0.00715034242121334
0.00515356273639395	0.00214510654967648	0.0071811813390168
0.00516626974738702	0.00214299897803864	0.0072099625604959
0.00517869069318732	0.00214088295210281	0.00723862091173874
0.005192553768762	0.00213879359612809	0.00727060314632275
0.00520557155716179	0.00213669415226467	0.0073013962235747
0.00521895162053181	0.00213459748305332	0.00733338314149663
0.00523040772282278	0.00213247487963011	0.00736203447683689
0.00523278080872419	0.00213022814350543	0.00737337406067595
0.00523059052523823	0.00212791887609873	0.00737629724974691
0.0052266365762333	0.00212559437048223	0.00737568008364524
0.00522046201271405	0.00212324192630764	0.00737110790901902
0.00521304484332776	0.00212085796052629	0.00736572648429183
0.00520462204252966	0.00211846188012852	0.00735888509479965
0.00519416564241425	0.0021160358367208	0.00734883215084851
0.00518301645141608	0.00211360860401757	0.00733751335929035
0.0051745896140701	0.00211126630347432	0.00732890706103434
0.00516685450757544	0.00210895713539356	0.00732070573197742
0.00515852233982493	0.00210663868908475	0.00731226280082335
0.00514993782920117	0.00210432592232716	0.00730345665745089
0.00514078250085488	0.00210202650157887	0.00729254645132392
0.00513092576517875	0.00209972022837532	0.00728083853505257
0.00512119864022333	0.00209743624358799	0.00726876418518151
