STx	STy	STz
-0.0144335330234009	-0.016493963916654	0.077823895391383
-0.0144692448865874	-0.0157287928709195	0.0777475885270323
-0.0145024642552444	-0.0150194680217691	0.0777105036421112
-0.0145256473009182	-0.0145548139377372	0.0778551377733356
-0.0145435677546067	-0.0142143790457346	0.0780916050272844
-0.0145590312400887	-0.0139347638798613	0.0783623183641876
-0.0145716661443449	-0.0137195827519997	0.0786777230417862
-0.0145827907309905	-0.0135212667002728	0.0790218530244141
-0.0145923876727686	-0.0133532466429969	0.0793866251124812
-0.0145994356546704	-0.0132378383534017	0.0797934896098338
-0.0146051802449874	-0.0131518368149413	0.0802134018905802
-0.0146125724318493	-0.0130531053998785	0.080569908278794
-0.0146198693776806	-0.0129654500141094	0.0809087603258789
-0.0146261381871862	-0.0128907887248719	0.0812601033374646
-0.0146315645174458	-0.0128331489034664	0.0816155953629118
-0.0146355861020574	-0.0128179739620445	0.0819809841784734
-0.0146383981474195	-0.0128233265409715	0.082361171433559
-0.0146405861120602	-0.0128486410090084	0.0827357111808476
-0.0146416949986656	-0.0128836872392435	0.0831262249191337
-0.0146407461061699	-0.0128907304398268	0.0835866849179415
-0.0146385563610604	-0.0128916484045912	0.0840764604149278
-0.0146349480929021	-0.0129026646013909	0.0845969132063099
-0.0146304590789504	-0.012918178849596	0.0851289756843968
-0.0146267030236443	-0.0129362350660097	0.0856094019818102
-0.0146225363288614	-0.0129624264004587	0.086082241314895
-0.0146181111743796	-0.0129895880563336	0.0865433019532691
-0.0146129925140939	-0.013026567720742	0.0870081495115037
-0.0146048118510872	-0.0131024063542867	0.0875626566788152
-0.0145951117575467	-0.0131982600862363	0.0881506162942862
-0.0145860476513577	-0.0132965555511905	0.0886966727520297
-0.0145766776847243	-0.0134028899526262	0.0892329861241698
-0.0145652642491581	-0.0135229252363008	0.0898161527219779
-0.0145540170851824	-0.0136451991704498	0.0903714150582844
-0.0145418474828717	-0.0137784143089393	0.0909406570489654
-0.0145308874770187	-0.013907801784314	0.0914466018203806
-0.014527833811597	-0.0139908158527265	0.0916543211856735
-0.014528459747418	-0.0140545373864887	0.0917151416847088
-0.0145301986871803	-0.0141111937142473	0.0917022111165425
-0.0145334448160451	-0.0141612862739754	0.0916166161204844
-0.0145371882754348	-0.0142191334673634	0.0915310606343422
-0.0145413000152611	-0.0142781015507354	0.0914173809392941
-0.0145467355152448	-0.0143338885690556	0.0912520697767205
-0.0145522892448986	-0.0143893705164788	0.0910562801952455
-0.0145549712367156	-0.0144453821731701	0.0908527118100254
-0.0145565700751211	-0.0145016847934885	0.0906316840095511
-0.0145581139139457	-0.0145631968397618	0.0904075700673747
-0.0145593802212149	-0.0146266505568353	0.0901708898082184
-0.0145608552604965	-0.0146834880368095	0.0898889343090563
-0.0145624653514777	-0.0147426672171304	0.0895977527512563
-0.0145635218835791	-0.0148003688173562	0.0892846598952661
-0.0145646489651128	-0.0148643397486499	0.088980763335524
-0.0145672409070004	-0.0149587736916945	0.0887767331720176
-0.0145701821913461	-0.0150676441488297	0.0886136127026741
-0.0145737562382666	-0.0151847837645801	0.0884810946988459
-0.0145772287019912	-0.0153086734275528	0.0883660103295131
-0.0145783651094896	-0.0154282928284045	0.0882067594267434
-0.0145788036118169	-0.0155493750032513	0.0880465331499359
-0.0145782994030468	-0.0156737791240907	0.0878860584044929
-0.0145775455296573	-0.0158007210738501	0.0877389162929347
-0.0145799888713139	-0.015934503363425	0.0876761769698611
-0.0145833881337644	-0.0160719861009636	0.0876523260700381
-0.0145849069721764	-0.0162057629065782	0.087615744933097
-0.0145857262995029	-0.0163395656571922	0.0875875370446962
-0.0145878104494525	-0.0164819187691885	0.0875953934269771
-0.0145884804255267	-0.0166229407270292	0.0875960655910228
-0.0145893533819449	-0.0167667171150593	0.0876309221466648
-0.0145875453263154	-0.0169044955562562	0.0876393897814256
-0.0145744005092586	-0.0170086576010836	0.0874573225017179
-0.0145555396911127	-0.0170966919722894	0.0872010270355081
-0.0145334527847906	-0.017178287896115	0.0868738558148382
-0.0145083671460831	-0.0172524895397121	0.0865205868747406
-0.0144834438303353	-0.0173252074350307	0.0863031352792568
-0.0144572385276953	-0.0173953317373983	0.0861073907556109
-0.014428955936526	-0.0174593455244513	0.0859399476573078
-0.0143991674717839	-0.0175211425075822	0.0857614414249242
-0.0143677645005532	-0.0175890072509248	0.0853591018496601
-0.0143349631767335	-0.017658072369558	0.0848701170207314
-0.0143021104344125	-0.0177265397646374	0.084474443259955
-0.0142684639798167	-0.017794388013845	0.0840950293615806
-0.0142320967860967	-0.0178586737793045	0.0835976225395985
-0.0141951827055311	-0.0179213686393674	0.0831576085459076
-0.0141568533853423	-0.0179834783306162	0.0826803837621026
-0.0141190203261816	-0.018044971568587	0.0823427885114306
-0.0140875604071108	-0.0181070100045939	0.0826926440368504
-0.0140586986588048	-0.0181692823775196	0.0833804222207785
-0.0140308585680398	-0.0182302609429385	0.0842108075905931
-0.0140038613780785	-0.0182912149549492	0.0851974310634927
-0.0139754299531836	-0.0183549172749835	0.086237771109533
-0.0139467147141839	-0.018419039755229	0.087347507165759
-0.0139183343306058	-0.0184843182092578	0.0885175933414921
-0.0138899451560167	-0.01854936341814	0.0897363551015026
-0.0138618821957864	-0.0186081123479762	0.0909355418277465
-0.013833954689976	-0.0186644458782564	0.0920871960920934
-0.013804784608414	-0.0187232356589141	0.0934726810501802
-0.0137752643178489	-0.0187824355047796	0.0948127154900443
-0.0137476272781417	-0.0188385883518013	0.0955704265531395
-0.0137196323692813	-0.0188962679203297	0.0962481703373239
-0.0136919688855797	-0.0189530213166911	0.0962889105709463
