STx	STy	STz
-0.0198415772122845	0.00790858590529608	0.0454531603027279
-0.0198829877141757	0.00788673369064509	0.0434333625758401
-0.019918845272566	0.00779132416022889	0.0415124971096742
-0.0199331831364667	0.00735569471666287	0.0401336161087768
-0.0199362378199847	0.00674954079013721	0.0390502636160298
-0.019933133641284	0.0060705047938082	0.0379091697326371
-0.0199237826592352	0.00530756118848055	0.0368942277385265
-0.0199127526215626	0.00451226087928451	0.0363581628975484
-0.0198984414254678	0.00368041828178749	0.0359342899478031
-0.0198790896089712	0.00277711538172165	0.0357193224421026
-0.0198563786462739	0.00184455331634168	0.0354702196947476
-0.0198327226982252	0.000978122433174345	0.0341952465468632
-0.0198068424672579	0.000122324891647585	0.0324676439840578
-0.0197793693779126	-0.000748428190559442	0.0311404774459701
-0.0197496553048567	-0.00163029671145453	0.0297762975840856
-0.0197151418630465	-0.00254767713369646	0.0275503542551558
-0.0196783183522451	-0.00348691594513657	0.0253690909579096
-0.0196387269358456	-0.00443103881134748	0.0228578138503295
-0.0195980338067716	-0.00538888532814761	0.0207615028073925
-0.0195617174445853	-0.0063735873441556	0.0217089748677148
-0.0195263884688284	-0.00736976787610378	0.0240667677601822
-0.0194902544279023	-0.00839011881331142	0.0262998455177785
-0.0194535105371978	-0.00941548485571018	0.0289528171045497
-0.0194149240946165	-0.0103954119390126	0.0326249103397749
-0.0193748760660999	-0.011367518068167	0.0363084899679811
-0.0193341045051042	-0.0123231496169039	0.040698588014125
-0.0192919466926668	-0.0132802272951831	0.0446211957521178
-0.0192470666658404	-0.014325532760979	0.0444398424641134
-0.0192003422140705	-0.0154019552333894	0.0424381553578203
-0.019151936604653	-0.0164374371660037	0.0401934750206618
-0.0191020444694507	-0.0174612288206416	0.0373513830379543
-0.0190515805869818	-0.0185228851653574	0.0341134131044061
-0.0189999192617943	-0.0195543143177417	0.0308839084809903
-0.0189470147337989	-0.0205935309467529	0.0270012623217733
-0.018892711575606	-0.0215694380778079	0.0233903965648884
