SSFx	SSFy	SSFz
0.000752297800672187	0.00168778578614982	0.00513538390143588
0.000826950046749922	0.00168453516479587	0.00513376481995711
0.000902662991918812	0.0016813424246448	0.0051320491456173
0.000979386827993745	0.00167820739275905	0.00513023695668857
0.0010570688275786	0.00167512988189601	0.00512832829242239
0.00113565563097118	0.00167210969343853	0.00512632316995384
0.00121509431480401	0.00166914661969587	0.00512422160213665
0.00129533296665988	0.00166624044580926	0.00512202361310645
0.00137632102693824	0.00166339095134488	0.00511972925268529
0.00145800960724459	0.00166059791167778	0.00511733861120781
0.00154035186385873	0.00165786109917535	0.00511485183311962
0.00162330343817046	0.00165518028416997	0.00511226912948122
0.00170682308416318	0.00165255523578345	0.00510959078604364
0.0017908736794395	0.00164998572267582	0.00510681716144336
0.00187542365985228	0.0016474715137073	0.00510394867975988
0.00196044893428131	0.0016450123785109	0.0051009858217218
0.00204593541475691	0.00164260808797139	0.00509792911486307
0.00213188232864103	0.00164025841459471	0.00509477912300899
0.00221830665255717	0.00163796313280001	0.00509153643580468
0.0023052492450428	0.00163572201915358	0.0050882016578731
0.00239278351873326	0.00163353485257498	0.00508477539990994
0.00248102788381424	0.00163140141455946	0.00508125827526923
0.00257016347655345	0.00162932148939717	0.00507765089971102
0.00266045706066052	0.00162729486436891	0.00507395389210549
0.00275227886666207	0.00162532132992318	0.00507016787568287
0.00284606072807053	0.00162340067983904	0.00506629347918711
0.00294199187946592	0.001621532711375	0.00506233133799524
0.00303907042409764	0.00161971722541081	0.00505828209557657
0.00313364471795077	0.00161795402657226	0.00505414640463395
0.0032250123759181	0.00161624292331913	0.00504992492691907
0.00331278140782303	0.00161458372801363	0.00504561833231054
0.00339656027624999	0.00161297625698888	0.00504122729771971
0.00347597863084093	0.00161142033061708	0.00503675250593131
0.00355070358291769	0.00160991577337578	0.00503219464456441
0.00362044817236333	0.00160846241391855	0.00502755440511012
0.00368497669846098	0.0016070600851486	0.00502283248192074
0.00374410822042422	0.00160570862431243	0.00501802957131266
0.00379772222119613	0.00160440787314267	0.00501314637103935
0.0038457645927954	0.00160315767803669	0.00500818357999492
0.00388824792556414	0.00160195789025875	0.00500314189803576
0.00392524485263826	0.00160080836616067	0.00499802202584308
0.00395688117604891	0.0015997089674115	0.00499282466470168
0.00398333179269713	0.00159865956124061	0.00498755051624772
0.00400481893758556	0.00159766002069877	0.00498220028220572
0.00402161162186162	0.00159671022493829	0.00497677466418499
0.0040340234940892	0.00159581005951459	0.00497127436366754
0.00404240867590409	0.0015949594167078	0.00496570008210903
