Fx	Fy	Fz
0.0169	0	0.0098
0.0084	-0.0049	0.0098
0	0	0.0098
0	0	0.0098
0	0	0.0098
0.0169	0.01	0.0098
0.0084	-0.0049	-0.0098
0.0169	0	0
0.0084	0.0051	0.0098
0.0084	0.0149	0.0098
0.0084	0.0049	0.0098
0.0169	0	0
0.0084	-0.0049	0
0.0084	0.0051	0.0098
0.0084	0.0049	0
0	0	0.0098
0.0084	-0.0049	0.0098
0	0.01	0
-0	-0.0098	0.0098
0.0084	-0.0049	0
0	0.01	0.0098
0.0084	0.0051	0.0098
0.0084	-0.0049	0.0098
-0.0084	0.0149	0
0	0.01	0
-0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0
0	0	0
0	0	0
0	0	0.0098
0	0.01	0.0098
-0.0084	0.0149	0
0.0084	0.0051	0
0.0084	0.0049	0.0098
0	0.01	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
0	-0.01	0.0098
0	0.01	0.0098
0.0084	0.0051	0
0	0.02	0.0196
0	0.01	0.0098
0.0084	0.0051	0.0098
0.0169	0	0.0098
0.0084	-0.0049	0.0098
0	0	0.0098
0	0	0.0098
0.0084	0.0051	0.0098
0	0	0
0	0.01	0.0098
0.0084	0.0049	0
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0196
0	0	0.0098
0.0169	0	0.0098
0.0084	0.0049	0.0196
0.0084	0.0049	0
0	0.01	0.0098
0.0084	0.0051	0.0098
0	0	0
0	0.01	0
-0.0084	0.0051	0
0.0084	-0.0049	0.0098
0.0169	-0.0098	0.0098
0.0084	-0.0049	0
0.0169	-0.0098	0.0098
0	0	0.0098
0.0084	-0.0049	0
-0	-0.0098	0
0	0	0.0098
0.0084	0.0149	0.0098
0.0084	-0.0049	0.0098
0	0	0.0098
0.0169	0.0002	0.0098
0	0.01	0
0.0169	0	0.0098
0	0.01	0
-0.0084	-0.0047	0.0098
0	0	0
0.0169	0.0002	0.0098
0.0169	0.01	0.0098
0.0169	0	0.0098
0.0084	0.0051	0.0098
-0	-0.0098	0.0098
-0	0.0002	0.0098
0	0.01	0
0.0084	0.0149	0
0.0084	0.0051	0.0098
0.0084	-0.0049	0.0098
0.0169	-0.02	0
0	0	0
0	0	0.0098
-0	0.0002	0
0.0169	0.01	0.0196
0	0	0.0098
-0	-0.0098	0.0098
0.0169	-0.0098	0.0098
0.0084	0.0049	0.0098
0.0084	0.0051	0.0098
0.0084	0.0149	0.0098
0.0084	-0.0049	0
0.0084	-0.0149	0.0098
0.0084	0.0051	0.0098
0.0169	0	0.0098
-0	0.0002	0
-0	-0.0098	0.0098
0.0084	-0.0149	0
0.0084	0.0149	0
0	0	0.0196
0	0.01	0
0.0084	0.0049	0.0098
0.0084	0.0049	0.0098
0	0.01	0.0098
0.0084	0.0051	0.0098
-0	-0.0098	0.0098
-0.0084	0.0051	0.0098
0.0084	0.0051	0.0098
0.0169	-0.0098	0.0098
0.0169	0	0
0.0084	0.0051	0.0098
0.0084	0.0051	0.0098
0	0.01	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
-0.0084	-0.0049	0
0	0.02	0.0098
0	0	0.0098
-0	0.0002	0
0.0084	-0.0049	0.0098
0.0084	0.0049	0.0098
0.0084	0.0049	0.0098
-0	0.0002	0
0	0	0.0098
0.0084	-0.0049	0.0098
0.0084	0.0051	0
0	0	0
0.0084	0.0149	0
0.0084	0.0051	0.0098
0.0084	-0.0049	0.0098
0.0084	0.0051	0.0098
0	0.01	0.0098
0.0084	-0.0049	0.0098
0	0	0.0098
0.0084	-0.0049	0.0098
-0	-0.0098	0.0098
0.0084	0.0049	0.0098
0	-0.01	0.0098
0.0084	0.0051	0
0.0084	-0.0149	0
0.0169	0	0.0098
0	0	0
0.0084	-0.0049	0.0098
-0	-0.0098	0.0098
0.0084	0.0149	0
0	0.01	0
0.0084	0.0149	0.0098
0	0	0.0098
0	-0.01	0.0098
0	0.01	0
-0.0084	-0.0149	0.0098
0.0169	0.01	0.0098
0	0	0.0098
0.0169	0.0098	0.0098
0.0169	0	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
-0	-0.0098	0.0098
0	0.01	0
0	0.01	0
0.0084	0.0149	0.0098
-0	-0.0098	0.0098
0.0169	0.01	0.0098
0	0.01	0.0098
0	0.01	0.0098
0	0.01	0.0098
-0.0084	0.0049	-0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0051	-0.0098
0.0084	0.0049	0.0098
0.0169	0	0.0098
0.0084	0.0051	0.0098
0.0253	0.0049	0
0.0169	0	0.0098
-0.0084	0.0051	0
0	0	0.0098
0.0084	-0.0049	0.0098
0	0.01	0
0.0084	0.0051	0
0.0084	0.0051	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
0.0169	0.01	0.0098
0.0084	-0.0049	0.0098
0	0	0
-0	0.0002	0.0098
0	0.01	0.0098
0	0.01	0
0.0084	-0.0147	0
0.0169	0	0.0098
0.0084	-0.0049	0
-0.0084	0.0049	0.0098
0.0169	0.01	0.0098
0	0	0.0098
0.0084	0.0051	0.0098
-0.0084	-0.0049	0
-0	-0.0098	0.0098
0	0	0.0098
0.0084	0.0051	0
0.0084	0.0051	0
0.0084	-0.0049	0
0.0169	0.01	0
-0.0084	-0.0049	0.0098
-0.0084	-0.0049	0.0098
0.0084	0.0051	0
0	0.01	0.0098
-0.0084	0.0149	0.0098
0.0084	-0.0049	0
0.0084	0.0049	0
-0	0.0002	0.0098
0.0169	0.01	0.0196
0.0084	-0.0049	0.0098
0.0084	0.0051	0
0	0.01	0.0098
0.0084	0.0051	0.0196
0	0	0.0098
0.0084	0.0049	0.0098
0.0084	0.0051	0
-0	0.0002	0.0098
0	0	0
0	0	0.0098
0.0084	0.0051	0.0098
0.0169	0.01	0.0098
-0	-0.0098	0
0.0084	0.0049	0.0098
0.0084	0.0051	0.0098
0.0084	0.0051	0.0098
0	0.01	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
0	0.01	0.0098
0.0169	0.01	0.0196
0.0084	-0.0149	0
0.0084	-0.0049	0.0098
0	0.01	0.0098
0	0	0
0.0084	-0.0051	0.0098
0	0.01	0.0098
0	0.01	0
0.0084	0.0051	0
0.0084	-0.0049	0.0098
0.0084	-0.0049	0
0.0084	0.0051	0.0098
0.0169	0	0
0.0084	0.0051	0.0098
0.0084	-0.0049	0.0098
0	0	0
0	0.01	0.0098
0.0084	-0.0049	0.0098
-0	0.0002	0.0098
0.0084	0.0149	0
-0.0084	0.0051	0.0098
0	0	0.0098
0	-0.01	0.0098
0.0084	0.0051	0.0098
0	0	0.0196
0.0084	-0.0049	0.0098
0	0.01	0
-0.0084	-0.0049	0.0098
0.0084	-0.0249	0
0.0084	0.0049	0.0098
0	0.01	0.0098
0.0169	0	0.0098
0.0084	0.0049	0
-0.0084	0.0051	0.0098
0	0	0.0098
0.0084	0.0049	0.0098
0	0	0.0098
-0	-0.0098	0.0098
0	0	0
0.0084	0.0149	0
0	0.01	0
-0	-0.0098	0.0098
0.0084	-0.0049	0.0098
-0	0.0002	0.0098
0	0	0
-0.0169	0.01	0.0098
0	0.01	0
0.0084	-0.0049	0.0098
0.0084	0.0049	0
0	0.01	0.0098
0.0084	0.0051	0.0098
-0	0.0002	0.0098
0.0084	0.0149	0.0098
-0	0.0002	0
0	0	0
0.0084	0.0051	0.0098
0.0084	0.0049	0.0098
0.0084	-0.0049	0.0196
0.0084	0.0051	0
0.0084	0.0049	0.0098
-0.0084	-0.0049	0.0098
0	0	0
0.0084	-0.0149	0.0098
0.0084	-0.0051	0.0098
0	0	0.0098
-0.0084	-0.0049	0.0098
-0	-0.0098	0.0098
-0	0.0102	0
0.0084	-0.0049	0.0196
-0.0084	-0.0049	0.0098
-0.0084	-0.0049	0.0098
0.0169	0	0
0	-0.01	0.0098
0.0169	0.01	0.0098
0.0084	-0.0049	0.0098
0.0084	0.0051	0.0098
0.0084	0.0149	0
0.0084	-0.0049	0.0098
-0	-0.0098	0
0	0	0.0098
0	-0.01	0.0098
0.0084	0.0051	0
0	0	0.0098
0.0084	0.0051	0.0098
0.0084	-0.0049	0
0.0084	-0.0051	0.0098
0.0084	0.0049	0.0098
0.0084	-0.0049	0
0.0169	0.01	0.0196
0.0169	0.01	0.0098
0.0169	0.01	0.0098
-0.0169	0.0198	0.0098
0.0084	0.0051	0.0098
0.0084	-0.0049	0.0098
0.0084	0.0051	0.0098
0	0.01	0.0098
0.0169	0.01	0
0	-0.01	0.0098
0.0084	-0.0051	0
-0.0084	0.0049	0
0	0.01	0.0098
0.0084	0.0049	0.0098
0	0	0.0196
0.0084	0.0051	0.0098
0.0169	0.01	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0196
0	0	0.0098
0.0084	-0.0051	0
0	-0.01	0.0098
0.0169	0	0.0098
0.0084	0.0051	0.0098
-0	0.0002	0.0098
0.0084	-0.0149	0.0098
0.0084	0.0051	0.0098
0.0169	-0.0098	-0.0098
0.0084	0.0051	0.0098
0.0084	-0.0049	0
0.0084	-0.0049	0.0098
0	0.01	0
0	0	0.0098
0.0084	0.0049	0.0196
0	0	0.0098
0	0	0.0098
0.0084	-0.0049	0.0098
0.0169	-0.02	0
0	0.0098	0
0.0169	0.01	0.0098
0.0084	-0.0049	0.0098
0.0084	0.0051	0.0098
0.0084	0.0051	0.0098
0	0	0.0098
-0	-0.0098	0.0196
-0	0.0002	0.0098
0	0	0.0098
0.0084	-0.0049	0.0098
0	0.01	0.0098
0	0.01	0.0098
0	0.01	0.0098
0.0169	0.0002	0
-0.0084	-0.0049	0
0.0084	-0.0049	0.0098
0	0	0
0.0084	-0.0049	0.0098
0	0.01	0.0098
0.0253	0.0149	0.0098
0.0084	-0.0049	0.0098
0.0084	0.0049	0
0.0084	0.0051	0.0098
0	0	0.0098
0	-0.01	0
0.0084	-0.0049	0.0098
0.0084	0.0049	0
0.0084	0.0149	0.0098
0.0169	0	0.0098
0	0.01	0.0098
0.0169	0.01	0
0	0	0
0	0.01	0.0098
0	0	0
0	0	0.0098
0.0084	-0.0049	0.0098
-0	-0.0098	0.0098
0	0	0.0098
0.0084	-0.0049	0.0098
0	0	0.0196
0	0	0.0196
0	0	0.0196
0	0.01	-0.0196
0.0084	-0.0049	0
0	0	0
0	0	0
0.0084	-0.0049	-0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
0	0	0.0098
0	0.01	0.0098
0.0169	0.0198	0.0098
0.0084	-0.0051	0.0098
0.0169	0	0.0098
0.0169	0.01	0
0.0084	0.0049	-0.0098
0	0.02	0.0098
0	-0.01	0.0098
0.0169	0.01	0
0	0	0.0098
0.0253	-0.0049	0
0.0084	-0.0149	0.0098
-0.0084	0.0149	0.0098
0.0169	0.0098	0.0098
0	0.01	0
-0.0084	0.0149	0
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
0.0084	0.0051	0
0.0169	0.01	0.0098
0	0.01	0.0098
0	0	0.0098
0.0169	0	0.0098
0	0	0.0196
0.0169	0	0
0.0084	-0.0149	0.0098
0.0169	0.01	0.0098
0.0169	0.0002	0.0098
-0.0084	-0.0049	0.0098
-0.0084	0.0049	0.0098
-0	-0.0098	0
0.0084	0.0049	0.0098
0.0253	-0.0051	0
0.0169	0	-0.0098
0.0084	0.0149	0.0098
0	0.01	0
0	0.01	0.0098
-0.0169	0.01	0.0098
0	0	0
0.0084	-0.0049	0.0098
0	-0.01	0
0.0084	0.0049	0.0098
0.0084	-0.0049	0
0	0	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0196
0	0.01	0.0098
0.0084	0.0049	0
0.0084	-0.0049	0.0098
0	0.01	0
0.0084	0.0051	0.0098
0.0169	-0.01	0.0098
0	0	0.0098
-0	-0.0098	0.0196
0.0169	0.01	0.0098
0.0084	0.0149	0.0098
0.0169	0	0.0098
0.0084	0.0049	0
0.0169	0	0.0196
0.0169	0	0.0098
0.0084	0.0149	0.0098
-0	-0.0098	0.0098
0.0169	0.01	0
0.0169	-0.01	0
0.0084	-0.0049	0
0	0	0.0098
0.0169	0.01	0.0098
0.0084	0.0051	0.0098
0.0084	0.0051	0
0	0	0.0098
0.0084	0.0049	0
0	0	0
0	0	0.0098
0.0084	0.0049	0
-0.0084	-0.0049	0.0098
0.0084	-0.0049	0
0	0	0.0098
0	-0.01	0.0098
0	0	0.0098
0.0169	0	-0.0098
-0	0.0002	0.0196
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
0	0.01	0
0.0084	0.0051	0
0	0.01	0.0098
0.0169	0.01	0.0098
0.0084	-0.0049	0.0098
0	0	0.0098
0	0.01	0.0098
0.0084	0.0049	0.0098
0.0084	0.0249	0.0098
0.0084	0.0051	0.0098
0.0084	0.0051	0
0.0084	0.0049	0
0.0084	-0.0149	0.0196
0.0084	-0.0049	0
0.0169	0	0
0	0	0.0098
0.0084	-0.0049	0
0	0.01	0.0098
0.0169	0.01	0.0196
0	0	0.0098
0	0.01	0.0098
0	0	0
0.0084	-0.0149	0.0098
0	0.01	0.0098
-0.0084	0.0149	0.0098
0.0084	-0.0051	0.0098
0	0	0.0098
0.0253	0.0149	0.0098
0	0	0
-0.0084	0.0051	0.0098
0.0084	0.0051	0
0.0084	0.0051	0
0.0084	-0.0049	0.0098
0	0	0
0.0169	0	0.0098
0.0084	-0.0049	0.0098
0.0084	0.0149	0.0098
0.0169	0	0
0.0084	0.0149	0.0098
0	0	0.0098
-0	-0.0098	-0.0098
0.0084	0.0051	0
0	0	0.0098
0	0.01	0
0.0084	0.0051	0
0	0.01	0.0098
0	0.01	0.0098
0	-0.01	0.0196
0.0084	-0.0049	0.0098
0.0084	0.0049	0.0098
0	0	0.0098
0.0084	0.0051	0.0098
-0	0.0002	0
0.0169	0.01	0
0.0084	0.0049	0.0098
0.0169	0.01	0.0098
0.0169	0	0.0098
0	0	0
0.0253	-0.0049	0.0196
0	0.01	0.0098
-0.0084	-0.0049	0
0	0.01	0.0098
0	0.01	0
0	0.01	0.0196
0.0084	-0.0049	0
0.0084	-0.0049	0
0.0169	0.01	0
0	0	0.0098
0	0.01	0.0098
0.0084	0.0051	0
-0.0084	0.0051	0.0196
-0	0.0002	0
0	0.01	0.0098
0.0084	0.0149	0.0098
0.0084	-0.0049	0.0098
-0	-0.0098	0.0098
-0.0084	0.0149	0.0098
-0.0084	-0.0149	0.0098
-0.0084	-0.0049	0
0	0	0.0098
0.0084	-0.0049	0.0098
0	0	0.0098
0.0169	0	0
0.0169	0	0.0098
0	0.01	0.0098
0	0	0
0.0084	-0.0149	0.0098
0.0084	-0.0049	0.0098
0.0084	0.0051	0
-0.0084	-0.0147	0.0098
-0.0084	0.0051	0.0098
0.0084	0.0149	0.0098
0	0.0198	0
0.0084	0.0051	0.0098
0	0.01	0.0098
0.0084	0.0149	0
-0	0.0002	0.0098
0	0	0.0098
0	0.01	0
0.0084	0.0051	0.0098
0.0169	0.0002	0
-0	-0.0098	0
0	0.01	0
0.0084	0.0049	0.0098
0.0084	0.0049	0.0098
0.0084	0.0051	0
0.0084	-0.0049	0
0	0.01	0.0098
0.0084	-0.0149	0.0098
0.0084	0.0051	0
-0.0084	-0.0049	0.0098
0	0	0
-0.0084	0.0151	0.0098
0.0084	0.0051	0.0098
-0	0.0002	0.0098
-0	-0.0098	0.0098
0.0169	0.0198	0
0	0	0.0098
0	0.02	0.0098
0.0084	-0.0049	0.0098
0.0084	0.0051	0
0	0.01	0.0098
0.0169	0.01	0.0098
0.0084	-0.0049	0
-0	0.0002	0.0098
0	0	0.0098
0.0084	0.0051	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
0.0084	0.0051	0.0098
0.0169	0.02	0.0098
0	0.01	0
0	-0.01	0.0293
0.0084	-0.0049	0.0098
0	0.01	0.0098
0.0084	-0.0049	0.0098
0	0	0.0098
0	0	0.0098
0.0084	-0.0149	0.0098
-0.0084	-0.0049	0.0098
0.0169	0.0002	0.0098
0	0	0.0098
0.0084	-0.0049	0.0098
0.0084	0.0051	0.0098
0.0169	0.01	0.0098
0	0.01	0
0	0	0
-0.0084	0.0049	0.0196
0.0084	0.0049	0.0196
0.0084	-0.0049	0
-0	0.0002	0
0.0084	-0.0049	0
0.0084	0.0051	0.0098
-0	-0.0098	0
0.0084	-0.0049	0
0.0169	0	-0.0098
0	0	0.0098
0	0.01	0
0.0084	0.0051	0
0.0084	-0.0049	0.0098
0	0.01	0.0098
0	0.01	0
0	0.01	0.0098
0.0169	-0.0098	0
0.0084	-0.0049	0.0098
0	0	0
0.0084	0.0051	0.0098
0.0084	-0.0049	0
0	0.01	0.0098
0.0084	0.0049	0.0098
0.0169	0	0.0098
0.0084	0.0051	0.0098
0	0.01	0.0098
0	0	0.0098
0.0084	0.0051	0
0.0084	0.0149	0
-0	-0.0098	0
0.0169	0.01	0
0	0.01	0
0	0	0.0196
0	0.01	0
0	0.01	0
0	0	0
0	0	0.0098
0.0084	0.0049	0.0098
0.0084	0.0051	0.0098
0.0084	-0.0049	0
-0	-0.0098	0
0.0084	0.0051	0.0098
0	0.01	0.0098
0.0084	0.0149	0
0.0084	0.0151	0.0098
0	-0.01	0.0098
0.0084	0.0051	0
0	-0.01	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
0.0169	0	0
0	0	0.0098
0	0	0
0	0.01	0.0098
0.0084	-0.0049	0
0.0084	0.0051	0.0098
0	0.01	0.0098
0.0169	-0.01	0
0.0084	0.0149	0
-0	0.0002	0.0196
0	0	0
0	0.02	0.0098
0.0084	-0.0049	0.0098
0.0169	0.01	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0
-0	-0.0098	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
0.0084	0.0051	0
0.0084	0.0051	0.0098
0.0169	-0.0098	0
0.0169	0	0
0.0084	-0.0049	0.0098
0	0.01	0.0098
0	0	0.0098
0.0084	0.0051	0.0098
0.0084	0.0049	0
0	0.01	0.0098
0.0084	0.0149	0
0	0	0
0.0084	0.0149	0.0098
0.0084	-0.0049	0.0098
0	0.01	0
0	0	0.0098
0.0084	0.0051	0.0196
0.0084	-0.0049	0.0098
-0.0169	0	0.0196
0.0169	0.01	0.0098
0	0	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0149	0
-0	-0.0098	0.0098
0	0.01	0.0196
0.0169	0.01	0.0098
0	0.01	0.0098
0.0169	-0.0098	0.0196
0.0084	-0.0049	0.0098
0.0084	-0.0049	0
0	0.01	0.0098
-0	0.0002	0
0	0	0.0098
0	0.0098	0
0.0253	0.0049	0.0098
0	0	0
0.0169	0.01	0.0098
0	0	0
-0	-0.0098	0.0098
0.0169	0	0
0.0084	-0.0049	0
0.0084	0.0051	0.0098
0.0084	0.0051	0
-0	-0.0098	0.0098
0.0169	0.0002	-0.0098
0.0169	-0.02	0
0.0169	0.01	0.0098
0.0169	0.01	0.0098
0.0169	0	0
0.0084	0.0049	0.0098
0.0084	-0.0051	0.0098
0.0084	-0.0049	0.0098
-0.0084	0.0149	0
0	0	0
-0	0.0002	0
0.0084	-0.0049	0
0.0084	0.0049	0
0.0084	0.0051	0.0098
0.0084	-0.0049	0
0	0.02	-0.0098
0.0084	-0.0049	0
0.0084	0.0149	0.0098
0.0169	-0.0007	0.0098
0.0253	-0.0058	0
0.0253	-0.016	-0.0098
0.0084	0.0042	0.0098
0.0084	-0.0253	0.0098
-0.0169	-0.0098	0.0196
-0	-0.0096	0.0196
-0.0169	0.0009	0.0293
0	0.0007	0.0098
-0	0.0104	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0051	0.0391
0.0084	-0.0056	0.0293
0.0084	-0.0158	0.0196
0.0169	-0.0011	0.0098
0.0084	-0.006	0.0293
0.0084	-0.0158	0.0293
-0.0084	-0.0058	0.0293
0	-0.0004	0.0391
0	-0.0102	0.0489
0	-0.0102	0.0489
-0.0253	-0.0451	0.0098
-0	-0.0207	-0.0196
0.0169	-0.0209	0.0489
0.0253	-0.0262	0.0684
0.0169	-0.0513	0.0489
0.0422	-0.0464	0.0782
0.0169	-0.0307	0.088
0.0084	-0.0444	0.0782
-0.0084	-0.0429	0.0587
-0.0422	-0.0213	0.0489
-0.0507	0.0047	0.0489
-0.0844	0.0158	0.0684
-0.0929	0.0116	0.0587
-0.0929	0.0218	0.0684
-0.1013	0.0171	0.0978
-0.0929	0.032	0.0978
-0.1013	0.0367	0.0684
-0.0929	0.0313	0.0587
-0.0844	0.0062	0.0684
-0.076	0.0107	0.0684
-0.0591	0.0104	0.0684
-0.0591	0.0002	0.0782
-0.0507	-0.0049	0.0684
-0.0591	0.0002	0.0782
-0.0507	-0.0047	0.0684
-0.076	-0.0093	0.0489
-0.0507	-0.004	0.0489
-0.0675	-0.0036	0.0489
-0.076	0.0018	0.0489
-0.0844	0.0171	0.0587
-0.1013	0.0173	0.0587
-0.1013	0.0176	0.0587
-0.0929	0.0224	0.0587
-0.0929	0.0222	0.0684
-0.0844	0.0069	0.0684
-0.0844	0.0064	0.0587
-0.0591	0.0109	0.0782
-0.0507	-0.0047	0.0684
-0.0507	0.0049	0.0684
-0.0422	-0.0104	0.0684
-0.0422	-0.0209	0.0587
-0.0422	-0.0013	0.0587
-0.0338	-0.0064	0.0587
-0.0338	-0.0164	0.0489
-0.0338	0.0033	0.0489
-0.0422	-0.0116	0.0489
-0.0338	-0.0067	0.0489
-0.0507	-0.0064	0.0489
-0.0422	-0.0113	0.0489
-0.0422	-0.0013	0.0391
-0.0507	0.0036	0.0489
-0.0422	-0.0016	0.0391
-0.0507	0.0131	0.0489
-0.0338	0.0029	0.0391
-0.0422	0.0176	0.0587
-0.0338	0.0022	0.0587
-0.0253	-0.0131	0.0587
-0.0169	0.0111	0.0587
-0.0084	-0.0042	0.0391
-0.0084	-0.0047	0.0489
0	0	0.0489
-0.0084	-0.0053	0.0391
-0	-0.0007	0.0391
0.0084	-0.0058	0.0391
