STx	STy	STz
-0.0688454892931612	0.106001427719654	0.0751549361134871
-0.0690454282409186	0.105282138940604	0.076416092613849
-0.0692428431199091	0.104602238534887	0.0774497923056893
-0.0694300612553269	0.104102788753319	0.0773651879282076
-0.0696120349161609	0.103694371404623	0.0767293379020568
-0.0697909479582145	0.103326566001311	0.0758641957491562
-0.069966983198026	0.10300477205035	0.074735924652436
-0.0701429166740947	0.102700287767705	0.0735248867224896
-0.0703174534688966	0.102417205196025	0.0722093961592887
-0.0704898752025041	0.102173729721215	0.0706739808408527
-0.0706606663305816	0.101948951231905	0.0690551873232437
-0.0708297092813036	0.101696855863722	0.0676538020989773
-0.0709971815965647	0.101444402038777	0.0662948218745514
-0.0711642451888309	0.101203104353917	0.0649062894468174
-0.071330235860257	0.100971933243022	0.0634943561348609
-0.0714934614107174	0.100764411429514	0.061966513084304
-0.0716558016843509	0.100572348242668	0.06038128906222
-0.0718164679148514	0.100388911978055	0.0587875044199776
-0.0719771259978121	0.100216586241932	0.0571685689458807
-0.072142908494522	0.100056472698477	0.0555223674471638
-0.0723104816750445	0.0999052030699247	0.0538726980256202
-0.0724785007250615	0.0997688606831041	0.0521605416469473
-0.0726467453096623	0.0996401382269016	0.0504512572764149
-0.0728130871732785	0.0995008376898485	0.0489058524578779
-0.072978620296282	0.0993649173254835	0.0473977555554771
-0.0731438349275214	0.0992290301475683	0.0459591284543898
-0.0733084830945362	0.0991000710783959	0.0445238650889782
-0.0734731049936841	0.0990111953977633	0.0427866247270357
-0.0736373440333108	0.0989409399573908	0.0409446519740789
-0.0737998293535644	0.098860766690222	0.0392493338735852
-0.0739613689317888	0.0987828694825315	0.0375953260202406
-0.0741239182697546	0.0987290395827835	0.0358025998616828
-0.0742854190371482	0.0986711067072802	0.0341104475998503
-0.0744465779040408	0.098623078655599	0.0323893681161303
-0.0746057830763115	0.0985575974352739	0.0308821906686858
-0.0747575788827769	0.0983885223719974	0.0303402194873273
-0.0749053842755891	0.0981699964809869	0.0302858676165443
-0.0750517168062508	0.0979362164577258	0.0304476986424669
-0.0751959402861508	0.0976810657028658	0.0308549046275478
-0.0753380490707842	0.0974148555744934	0.0313567690784866
-0.0754789285400191	0.0971415539734803	0.0319711421549753
-0.0756176163490724	0.0968483734016556	0.0327954137069218
-0.0757555936491843	0.0965521147899956	0.0337148102474702
-0.0758971955509817	0.0962967442144559	0.0344749206938013
-0.0760398022139448	0.0960558538994392	0.0352239909418921
-0.0761813715362119	0.0958119788096267	0.0360258846089859
-0.0763225796429702	0.0955698642051142	0.036873700039748
-0.0764636172300253	0.0953263125745002	0.0378405358447909
-0.0766036432642867	0.0950783420359961	0.0388820687889501
