SSTx	SSTy	SSTz
-0.0269805493223831	0.00555195679804287	0.0183631800970044
-0.0269564138691317	0.00454291665649737	0.01927445573583
-0.026932562251533	0.00353448565933751	0.0201418801948737
-0.0269089939862932	0.00252697189436919	0.0209651149249956
-0.0268857085444	0.00152070832506315	0.0217438445366213
-0.0268627053590435	0.000516040287490683	0.0224778019685963
-0.0268399838315904	-0.00048668132221991	0.0231667818845431
-0.0268175433363826	-0.00148710422622776	0.0238106485072933
-0.0267953832246147	-0.00248487747452192	0.0244093419606436
-0.0267735028275937	-0.00347965363488706	0.0249628865971
-0.0267519014594319	-0.00447109100748852	0.0254714009915458
-0.0267305784191457	-0.00545885608999509	0.0259351094442752
-0.0267095329923839	-0.00644262699549833	0.0263543534922704
-0.0266887644530505	-0.00742209887714096	0.0267295988230672
-0.0266682720647469	-0.0083969916034431	0.027061434902526
-0.0266480550819815	-0.00936705996765812	0.0273505647908148
-0.0266281127511402	-0.0103321071742743	0.0275977765922827
-0.0266084443111847	-0.0112920025240531	0.0278038814722833
-0.0265890489941549	-0.0122467047604801	0.0279695986449357
-0.0265699260255397	-0.0131962935251138	0.0280953479438664
-0.0265510746245614	-0.0141410120710095	0.0281808848572932
-0.0265324940044342	-0.0150813257626245	0.0282246542682799
-0.0265141833725875	-0.0160180043998263	0.0282225876410674
-0.0264961419308246	-0.016952238644494	0.0281660044859188
-0.0264783688754566	-0.0178857972739795	0.0280395759110224
-0.0264608633974605	-0.0188211959862541	0.0278269385694208
-0.0264436246826429	-0.019761679002224	0.0274698218533327
-0.0264266519118135	-0.0207102186556171	0.0270785916929326
-0.0264099442609269	-0.0216653904282337	0.0266663981685158
-0.0263935009011012	-0.0226144027406789	0.0262473654675115
-0.0263773209985843	-0.0235202807596086	0.0258362879701893
-0.0263614037147632	-0.0243935146761527	0.0254480881930246
-0.0263457482061921	-0.0252315141923331	0.0250970702361185
-0.0263303536246002	-0.0260319476051956	0.0247961088406425
-0.0263152191169261	-0.026792804698514	0.0245559728926442
-0.0263003438253762	-0.0275124212549482	0.0243848163431794
-0.0262857268876277	-0.0281895020778105	0.0242878685900133
-0.0262713674374008	-0.0288231506451526	0.0242673352138057
-0.0262572646053149	-0.0294129062761392	0.0243223926837466
-0.026243417519938	-0.0299587671467705	0.0244493191136257
-0.0262298253090241	-0.0304611646978303	0.0246419018572
-0.0262164871009176	-0.0309209099691636	0.0248920524734313
-0.0262034020261471	-0.0313391602267477	0.0251904481731032
-0.0261905692192602	-0.0317174111884399	0.0255270710925703
-0.0261779878208793	-0.0320575008784193	0.0258913944047408
-0.0261656569799244	-0.0323616029755517	0.0262723078325419
-0.0261535758560548	-0.0326322008567924	0.0266582369415403
-0.026141743622379	-0.0328720388045139	0.027037481825712
-0.0261301594684787	-0.0330840609014173	0.0273987126712519
-0.0261188226038056	-0.0332713582849458	0.0277315757364297
-0.0261077322614776	-0.033437111427385	0.0280272105135628
-0.0260968877024991	-0.0335845096166185	0.0282786520844322
-0.0260862882204475	-0.0337166331391742	0.0284811339081867
-0.0260759331466612	-0.0338363184176463	0.0286322346797315
-0.0260658218559913	-0.0339460426836841	0.0287319019963024
-0.0260559537732011	-0.0340478643955901	0.0287823402471559
-0.0260463283800622	-0.03414345217139	0.0287876375371903
-0.026036945223181	-0.0342341482456555	0.0287531617072384
-0.0260278039226704	-0.0343210044760643	0.0286849429076422
-0.0260189041817723	-0.0344048000305875	0.0285891251302357
-0.0260102457976092	-0.0344860816425718	0.0284717191352076
-0.02600182867333	-0.0345652402769048	0.0283387163398772
-0.0259936528317673	-0.0346425881496989	0.0281961284353781
-0.0259857184307017	-0.0347184096791684	0.0280499088505701
-0.0259780257799821	-0.0347929292068524	0.0279058218021451
-0.025970575360809	-0.0348662063202228	0.0277692132066262
-0.0259633678474274	-0.0349380729826343	0.0276448067482819
-0.0259564041315851	-0.0350081338558051	0.0275365271414771
-0.0259496853499697	-0.0350758096224781	0.0274472962281796
-0.0259432129147243	-0.0351403898466595	0.0273788898097687
-0.0259369885476157	-0.0352010678364598	0.0273319108776622
-0.0259310143185011	-0.035256946421389	0.02730585053705
