SSFx	SSFy	SSFz
-0.00697641778881888	-0.00349023709129139	0.0127717127911815
-0.00697874710909799	-0.00348463675557866	0.0127482565754743
-0.00698102625049001	-0.00347903062129523	0.012724751901043
-0.00698325510527508	-0.00347341867034673	0.012701202191066
-0.0069854335142554	-0.00346780088399659	0.0126776111481882
-0.0069875612579507	-0.00346217724283589	0.0126539826287964
-0.00698963805612777	-0.00345654772676984	0.0126303205656082
-0.00699166357032443	-0.00345091231501408	0.0126066289171124
-0.0069936374070734	-0.00344527098609798	0.0125829116333418
-0.00699555911984363	-0.00343962371787127	0.0125591726286751
-0.00699742821045948	-0.00343397048751456	0.012535415758363
-0.00699924413071415	-0.00342831127155415	0.0125116447965028
-0.0070010062847309	-0.0034226460458801	0.0124878634114395
-0.00700271403336301	-0.00341697478576595	0.0124640751349925
-0.00700436670133586	-0.00341129746588983	0.0124402833238286
-0.00700596358761982	-0.00340561406035659	0.0124164911110031
-0.0070075039812937	-0.00339992454272126	0.0123927013471445
-0.00700898718640378	-0.00339422888601499	0.0123689165321812
-0.00701041255829334	-0.00338852706277207	0.0123451387358335
-0.00701177955584088	-0.00338281904505762	0.012321369505837
-0.00701308781221399	-0.00337710480449398	0.0122976097591602
-0.00701433722448017	-0.00337138431228264	0.0122738596457257
-0.00701552807320377	-0.00336565753922374	0.0122501183800596
-0.00701666119122641	-0.00335992445573468	0.0122263840364586
-0.00701773821236311	-0.00335418503186845	0.0122026533023387
-0.00701876194968043	-0.00334843923733245	0.0121789211936195
-0.00701973695823427	-0.00334268704150751	0.0121551807581029
-0.00702067027699262	-0.00333692841346666	0.0121314228726502
-0.00702157195512105	-0.0033311633219938	0.0121076365058016
-0.00702245343885987	-0.00332539173560273	0.0120838105502885
-0.00702331882792023	-0.00331961362255616	0.0120599402292737
-0.0070240726648854	-0.00331382895088511	0.0120360450726849
-0.00702474130007873	-0.00330803768840824	0.0120122069230879
-0.00702532247470931	-0.00330223980275041	0.0119885950126677
-0.00702581518659487	-0.0032964352613612	0.0119711956729518
-0.0070262189673836	-0.00329062403153324	0.0119564927365426
-0.00702653332843955	-0.00328480608042123	0.0119445256547602
-0.00702675676631465	-0.00327898137506299	0.0119348384181509
-0.00702688489100522	-0.0032731498824015	0.0119264469962352
-0.00702690915096435	-0.00326731156930749	0.0119178876516541
-0.00702681646597013	-0.00326146640260227	0.0119073034726233
-0.00702659029640208	-0.0032556143490814	0.0118925869888528
-0.0070262134417773	-0.00324975537553875	0.011871541761478
-0.00702567075246189	-0.00324388944879131	0.0118421364393629
-0.00702495120773087	-0.00323801653570392	0.0118029103654657
-0.0070240485314849	-0.00323213660321274	0.0117532965041584
-0.00702295956636486	-0.00322624961834837	0.0116937489631153
-0.00702168298582534	-0.00322035554825953	0.0116257227047083
-0.00702021991477325	-0.00321445436023749	0.0115515377730053
-0.0070185747331399	-0.00320854602174092	0.0114741640480116
-0.00701675512582501	-0.00320263050042186	0.0113969817486081
-0.00701477280221675	-0.00319670776415238	0.0113234749977629
-0.00701264423965525	-0.00319077778105327	0.0112568278707976
-0.00701039384255218	-0.00318484051952652	0.0111995844251817
-0.00700806128931353	-0.00317889594829097	0.0111534478842351
-0.00700570652493174	-0.00317294403642073	0.0111192060410897
-0.00700340978333629	-0.00316698475338558	0.0110967706430262
-0.00700126748336744	-0.00316101806909225	0.0110852832325783
-0.0069993846533281	-0.00315504395392721	0.0110832509460545
-0.00699786637863472	-0.00314906237880141	0.0110887184841673
-0.00699681008128746	-0.00314307331519814	0.0110994800377417
-0.00699629825295132	-0.00313707673522557	0.0111132849930607
-0.00699639152559473	-0.00313107261167334	0.0111280083587963
-0.00699712357071761	-0.00312506091807132	0.0111417760576342
-0.00699849784742861	-0.00311904162875137	0.0111530456825701
-0.00700048766150826	-0.00311301471891367	0.0111606613321328
-0.00700304024672983	-0.00310698016469637	0.0111638855284596
-0.00700608122854324	-0.0031009379432489	0.0111624096906936
-0.00700951851917248	-0.00309488803280572	0.0111563368381711
-0.00701324400411859	-0.00308883041275437	0.0111461222180384
-0.00701713132583068	-0.00308276506370023	0.0111324862801996
-0.0070210354247497	-0.00307669196753048	0.0111163163393901
-0.00702479779607208	-0.0030706111074781	0.0110985573049295
-0.00702825140282375	-0.00306452246818768	0.0110800957730449
-0.00703122147596847	-0.00305842603578242	0.0110616517717888
-0.00703352905791984	-0.0030523217979316	0.0110436832256865
-0.00703499654101066	-0.00304620974391881	0.0110263237171819
-0.0070354620288058	-0.0030400898647119	0.0110093756312696
-0.00703480845974142	-0.00303396215303436	0.0109923369466994
-0.00703298512649918	-0.00302782660343868	0.0109744484968072
-0.00703001042611273	-0.00302168321238091	0.0109547624235376
-0.00702596493126439	-0.00301553197829527	0.0109322267828718
-0.00702098028167808	-0.00300937290166968	0.0109057839241505
-0.00701522256136244	-0.00300320598512235	0.0108744790234672
-0.0070088767668797	-0.00299703123348134	0.0108375588702676
-0.0070021193013484	-0.00299084865387096	0.0107945472720565
-0.00699506978170136	-0.00298465825580369	0.0107453099647892
-0.00698775574108988	-0.00297846005127645	0.0106901134776839
-0.00698009965805914	-0.00297225405487087	0.0106296880452343
-0.0069719369449411	-0.00296604028385679	0.0105652837957443
-0.00696306911037514	-0.00295981875829951	0.0104986748406513
-0.00695331741503486	-0.00295358950117152	0.0104320997043192
-0.00694256617648659	-0.0029473525384686	0.0103681250519876
-0.00693078035276792	-0.00294110789932999	0.0103094409792476
-0.00691798330682618	-0.00293485561616292	0.0102586492281568
-0.00690423979303604	-0.00292859572477191	0.0102180492890448
-0.00688966998477401	-0.0029223282644934	0.0101893801733921
-0.00687446641244025	-0.00291605327833745	0.0101735495078056
-0.00685889820836719	-0.00290977081313629	0.0101704476526631
-0.00684332279031261	-0.00290348091969983	0.0101788792187881
-0.00682819372388317	-0.00289718365297751	0.0101966839963565
-0.00681410623005026	-0.00289087907222445	0.010221034821802
-0.0068019098098633	-0.00288456724117331	0.0102487256660436
-0.0067927813570921	-0.00287824822821415	0.0102764391758472
-0.00678822095869687	-0.00287192210658223	0.0103010683620574
-0.00678997044320943	-0.00286558895455313	0.0103200560232572
-0.00679985862167445	-0.00285924885564631	0.0103316625013207
-0.00681963795148246	-0.00285290189883741	0.0103351227936389
-0.0068508428177949	-0.00284654817878148	0.0103305851471306
-0.00689468596305089	-0.00284018779605199	0.0103188486173525
-0.00695200816971462	-0.00283382085739319	0.010301141422098
-0.00702324428227685	-0.00282744747598197	0.0102789514089267
-0.00710837907096271	-0.00282106777169838	0.010253836707994
-0.00720692780933851	-0.00281468187140342	0.0102272369888298
-0.00731795690955576	-0.00280828990921964	0.0102003103298975
-0.00744010550783792	-0.00280189202681048	0.0101738200224146
-0.00757161631106223	-0.00279548837364675	0.0101481548814097
-0.00771031630894874	-0.00278907910724213	0.0101234700001643
-0.00785350627385949	-0.0027826643933473	0.0100997868987729
-0.00799789942770513	-0.00277624440608733	0.0100770458418374
-0.00813966368847674	-0.00276981932802174	0.0100551475753381
-0.00827455746244694	-0.00276338935010206	0.010033980908786
-0.00839814789603307	-0.00275695467148372	0.0100134537421519
-0.00850604564017499	-0.00275051549913762	0.00999352134715028
-0.00859411380410615	-0.00274407204718908	0.00997417987599875
-0.00865864229908278	-0.00273762453588835	0.00995542897583766
-0.00869648283006469	-0.00273117319010125	0.00993724891590132
-0.00870514943386099	-0.00272471823718192	0.00991959450769036
-0.00868289513927028	-0.00271825990403982	0.00990239801250098
-0.00862874299106314	-0.00271179841316479	0.00988558003901907
-0.00854246590006827	-0.00270533397733208	0.00986905650761302
-0.00842455337733382	-0.00269886679264422	0.00985274124420818
-0.00827617174068171	-0.00269239702952016	0.00983654763237316
-0.00809916789991589	-0.00268592482119859	0.00982038987465304
-0.00789614680672206	-0.00267945024924534	0.00980418525025325
-0.0076705234626261	-0.00267297332555298	0.00978785726949524
-0.00742649751572227	-0.00266649397041145	0.00977133954593702
-0.00716895425911195	-0.00266001198643872	0.00975457994850683
-0.00690329403051559	-0.00265352702859328	0.0097375436060526
-0.00663522697024993	-0.00264703857124489	0.00972021452842835
-0.00637058069158243	-0.00264054587448146	0.00970259558664138
-0.00611512179522401	-0.00263404795364265	0.00968470664724788
-0.0058743771001548	-0.00262754355863819	0.00966658197734294
-0.00565347015297203	-0.00262103117292385	0.00964826700263417
-0.00545698921375668	-0.00261450904592083	0.00962981354244281
-0.0052888987997911	-0.00260797527673626	0.00961127413951094
-0.00515251002779218	-0.00260142797050648	0.00959269730342685
-0.00505048809549712	-0.00259460501487416	0.00957412423562508
-0.00498484504143794	-0.00258775317427221	0.00955558862992721
-0.00495688894401822	-0.00258087184254605	0.00953711935769452
-0.00496712422661013	-0.00257396045607566	0.00951874220983084
-0.00501514396031637	-0.00256701849651579	0.00950048059466178
-0.00509956868717418	-0.00256004549366782	0.00948235610936995
-0.00521804324513966	-0.0025530410283723	0.00946438878195451
-0.0053673027680038	-0.00254600473530383	0.0094465974845854
-0.00554329977141951	-0.00253893630563503	0.00942900032364962
-0.0057413431700277	-0.00253183548948376	0.00941161421316147
-0.00595625114669148	-0.002524702098204	0.00939445397440334
-0.00618255040504965	-0.00251753600659167	0.00937753204028137
-0.00641470314487433	-0.00251033715493486	0.00936085864781992
-0.00664731159260787	-0.00250310555088254	0.00934444233645237
-0.00687528034462414	-0.00249584127106762	0.00932829078346353
-0.00709388682596246	-0.00248854446235224	0.00931241145324798
-0.00729876961555357	-0.00248121534282069	0.00929681220027475
-0.00748595681567306	-0.00247385420263216	0.00928150189153292
-0.00765195046227637	-0.00246646140471666	0.00926649048615609
-0.00779384891352589	-0.00245903738538481	0.00925178877025443
-0.00790949219665007	-0.0024515826547869	0.00923740780565069
-0.0079975691035699	-0.00244409779708221	0.00922335800551559
-0.00805767130376375	-0.00243658347036217	0.00920964813053252
-0.00809029015350436	-0.00242904040636633	0.00919628435707104
-0.00809675365714617	-0.00242146941001956	0.00918326948626881
-0.00807913512011511	-0.00241387135886307	0.00917060246464617
-0.0080401313130734	-0.00240624720235726	0.00915827818748132
-0.00798287509353415	-0.00239859796099619	0.00914628735554022
-0.00791070003272038	-0.00239092472527662	0.00913461648495523
-0.00782692636805306	-0.00238322865453783	0.00912324818146799
-0.00773469461877239	-0.00237551097574259	0.00911216152047605
-0.00763691289433238	-0.00236777298232248	0.00910133253291678
-0.0075363112481413	-0.00236001603297962	0.00909073459407603
-0.00743545273806491	-0.00235224155032384	0.00908033849431277
-0.00733668994793561	-0.00234445101934737	0.00907011261959135
-0.00724209496395585	-0.00233664598572898	0.00906002350746749
-0.0071533706182547	-0.00232882805399882	0.00905003674421663
