SSTx	SSTy	SSTz
-0.00375386031248031	0.0184126032183813	0.0283063254349244
-0.00363928737174243	0.0180480268368962	0.0301317663996633
-0.00353107199279324	0.0176846909511559	0.0318798417191104
-0.00342918393968627	0.0173225898188656	0.0335529531162376
-0.00333359092739346	0.0169617171295861	0.0351538317148958
-0.00324425855848392	0.0166020661987477	0.0366853993341428
-0.00316115027801735	0.0162436300722658	0.0381505866306098
-0.00308422734296609	0.0158864015863036	0.0395521777476332
-0.00301344880002268	0.0155303733997961	0.0408926711941391
-0.00294877146380536	0.0151755380181119	0.0421741423094777
-0.00289014989921109	0.0148218878070059	0.0433981134806784
-0.00283753640886319	0.0144694149948825	0.044565415319046
-0.00279088102946246	0.0141181116692698	0.0456760592068171
-0.00275013154449737	0.0137679697725797	0.0467291716084604
-0.00271523350525943	0.0134189810976878	0.0477229606367877
-0.00268613025083037	0.0130711372854642	0.0486546895435316
-0.0026627629292258	0.0127244298219385	0.0495206660873858
-0.00264507052294124	0.0123788500308394	0.0503162538165824
-0.00263298987434731	0.012034389065404	0.0510359181884066
-0.00262645571170051	0.0116910378999591	0.0516733352713814
-0.00262540066580578	0.0113487873282511	0.0522215545288694
-0.0026297552619065	0.0110076279822221	0.0526731696082737
-0.00263944789771271	0.010667550367999	0.0530205130067608
-0.00265440481601635	0.0103285449161669	0.0532559032661932
-0.00267455007670735	0.00999060204747601	0.053371992489805
-0.00269980553560074	0.00965371225303083	0.0533623242140433
-0.00273009082644387	0.00931786619382841	0.0532222443590354
-0.00276532334331174	0.00898305482623396	0.0529504637977198
-0.00280541822199684	0.00864926955794151	0.052551897319367
-0.00285028831663542	0.00831650243980376	0.0520430786788971
-0.00289984417489212	0.00798474640111319	0.0514628217958567
-0.00295399401808461	0.00765399553592718	0.0508920617697565
-0.00301264372213974	0.00732424545547239	0.05048110553368
-0.00307569679242324	0.00699549372902448	0.050446151002231
-0.00314305433847973	0.00666774043201737	0.0502265747752988
-0.00321461504966723	0.00634098882915491	0.0499842382987284
-0.00329027518437942	0.00601524622008791	0.0496964456647339
-0.00336992859672869	0.00569052497396279	0.0493342914310065
-0.00345346679188932	0.00536684381506743	0.0488671076175929
-0.00354077899810075	0.00504422944145083	0.0482661540647354
-0.00363175225911049	0.00472271855719208	0.0475087819054505
-0.00372627155174998	0.00440236039200187	0.0465828152739339
-0.00382421992825186	0.00408321973585758	0.0454899529734992
-0.00392547868860728	0.00376538034776348	0.0442476334140126
-0.00402992757366571	0.00344894819242076	0.0428876156480054
-0.00413744495709452	0.00313405299839796	0.0414514774392742
-0.00424790804879022	0.00282084451305028	0.0399869139463569
-0.00436119312810954	0.00250947589631642	0.0385450848117183
-0.00447717580799209	0.00220006109226268	0.0371779797518027
-0.0045957313304429	0.00189259174733725	0.035935918165274
-0.00471673490155118	0.00158683000097064	0.0348651938791416
-0.00484006206555455	0.00128233407011794	0.0340058988694358
-0.00496558914403371	0.000978714760039118	0.0333908940851313
-0.00509319378672574	0.000674543511554284	0.0330461109771886
-0.00522275562928484	0.000369673442655981	0.032990256027063
-0.00535415705627481	6.39660532132236e-05	0.0332340895420614
-0.00548728406394438	-0.000242707284693774	0.0337796633639214
-0.00562202720212506	-0.000550465318987227	0.0346191807112302
-0.00575828261571997	-0.000859418439911139	0.0357344185335123
-0.00589595320391053	-0.00116967061228756	0.0370966525641884
-0.00603494992424728	-0.00148132056093732	0.0386669824796601
-0.00617519329270318	-0.00179446249132772	0.0403978265718745
-0.00631661507906812	-0.00210918664536179	0.0422352188738301
-0.00645916017691259	-0.00242557945010765	0.0441211597064986
-0.00660278868846868	-0.00274372336089726	0.0459960416418899
-0.00674747828747547	-0.0030636958202861	0.047801677996039
-0.00689322686118757	-0.00338556655705137	0.0494841711187491
-0.00704005546695958	-0.00370939465665036	0.0509972554578385
-0.00718801155668833	-0.00403522635376069	0.0523061349080887
-0.00733717234035949	-0.00436309391978435	0.0533893081157774
