STx	STy	STz
-0.00591571918012205	0.0187162675836285	0.0187927163945641
-0.00603362439752762	0.0182603913376665	0.0116202935460275
-0.00613776797495804	0.0178124686914446	0.0057283949583134
-0.00618499691661985	0.0174023568249375	0.0100858500709592
-0.00620582916562705	0.0170109233181163	0.0191052490415684
-0.00619656040727262	0.0166290232239683	0.0277080367919229
-0.00617199060676125	0.0162565381773575	0.0376330993905072
-0.00618283436286926	0.0158841531618532	0.0505909550829549
-0.006190996961676	0.0155156337638048	0.0634414876887982
-0.00620009795306875	0.0151541203215008	0.0785553914450486
-0.00619434654546483	0.0147969629658811	0.092050394494376
-0.00609803760318944	0.0144414867524179	0.0921454692529411
-0.00595918303643374	0.0140889981240312	0.0863022957856962
-0.00583657412637681	0.0137371478738587	0.0792119601664063
-0.00570510505828995	0.0133876731059239	0.0700742678889603
-0.005525712621745	0.013046025766231	0.0604666630855166
-0.00535198387615984	0.0127066381136727	0.0508932725045309
-0.00514636567770126	0.012371201302353	0.0393075659071825
-0.00497052711344867	0.0120354219464917	0.0283090765851343
-0.00500595575795871	0.0116856011339005	0.0242629242323169
-0.00513124085813693	0.0113304947356697	0.0231204444695807
-0.00530502979139759	0.0109741378046603	0.0236845319945772
-0.00551144708509491	0.0106166602867727	0.0254505922181978
-0.00565561503303519	0.0102626006568048	0.0251621492827044
-0.00579045595581052	0.00990996021682477	0.0249280851491604
-0.00593034554800146	0.00955721964935236	0.0250198524323192
-0.00607245696780866	0.00920552131154451	0.02585363983928
-0.00626906740815217	0.00885562276011672	0.0301859943818762
-0.0064862085076066	0.00850708423563653	0.0362179746328586
-0.00664149465623646	0.00816173041481785	0.0419551619078102
-0.00677927096888369	0.00781821096835545	0.0481439273779423
-0.00700101913655707	0.00747271796968032	0.0558653973356956
-0.00719602498247003	0.00712895266924032	0.0634654694717313
-0.00740254818259199	0.00678596156882516	0.0720159062660772
-0.00753255168148822	0.00644629285492506	0.079626303010073
-0.00728740967497204	0.00611895969272205	0.0807146958483053
-0.00685161836985104	0.00579835929115572	0.0788741792033005
-0.00637211306461146	0.00547997799158608	0.0756982398933134
-0.00580496125589547	0.00516515804992306	0.0713053624901529
-0.00512712214431182	0.00485465205640127	0.0676853594191578
-0.00440568547447867	0.00454632702737353	0.0639130094114692
-0.00358347386164845	0.00424195560529527	0.0594525355110969
-0.00275169542593299	0.00393866221700906	0.0546670174170925
-0.00219251490284813	0.00362762612198562	0.0495219920361691
-0.00173405492500556	0.0033142217786592	0.0441039081520204
-0.0012289552446667	0.00300286711129182	0.0392281312495374
-0.000729394261734668	0.00269205201069286	0.034410495620858
-0.000270890887252827	0.00238103688318112	0.0284037874085446
0.000225775232049504	0.00207195614494306	0.0225662206172142
0.000663796675311951	0.0017617243459546	0.0163455644535495
0.00117280614365278	0.00145429232874219	0.0109183276935805
0.00211199360703959	0.00116024880798347	0.0099547377212744
0.00323008029049841	0.000872014011469576	0.0110733204420032
