STx	STy	STz
-0.0469880557269852	0.0688288378465534	0.00876966659224822
-0.0470404476210369	0.0690211376090433	0.00283298177371359
-0.0471414991680899	0.0691924841872719	-0.00205624616780733
-0.0474503656034242	0.0692753091216901	0.00188901381902591
-0.0478640837241958	0.0693129068129313	0.00982022980918764
-0.0483358880118393	0.0693271347992043	0.0172498682136086
-0.0488626987604823	0.069317476949455	0.025747062693757
-0.0493890584374835	0.0693028942509192	0.0369318178908047
-0.0499394310096483	0.0692769353846206	0.0479390952749819
-0.0505290647103227	0.0692320730817499	0.0609257221140361
-0.0511462887579191	0.0691756237013148	0.0723715522092467
-0.0517879190373356	0.0691186045530892	0.0716177183209035
-0.0524534012682773	0.069055101819531	0.0654581122083937
-0.0531219143343782	0.0689872429268905	0.0579724038308224
-0.0538056070049879	0.0689125067156329	0.048594839833821
-0.0545376420544032	0.0688203610362946	0.0391533594719469
-0.0552814660336651	0.0687209030397913	0.0297722160341995
-0.0560508248800744	0.0686125505488571	0.0186679697448251
-0.0568144859889534	0.0685018063603536	0.0080189948179794
-0.0574758342476492	0.0684102698718636	0.00280023408924495
-0.0580968585855644	0.0683246730839702	-0.000165089229437943
-0.0587036513193579	0.0682377444072965	-0.00130383750641904
-0.05929896435895	0.0681504978665983	-0.001371940423928
-0.0599197160710244	0.0680586651415456	-0.00384756933810245
-0.0605473756155616	0.0679632987959597	-0.00617031970543483
-0.0611718601565769	0.0678674278073016	-0.00842289920160663
-0.0617988495814046	0.067768213681524	-0.00961006392386808
-0.0624234991969856	0.0676593011848554	-0.00524044872458627
-0.0630486559834261	0.0675448636445942	0.0017924136088389
-0.0636956347288091	0.0674264791283221	0.00882244741278277
-0.0643506593705218	0.0673045255303899	0.0167016686977339
-0.0649792500451139	0.0671819171572495	0.0262675658913762
-0.065616176191877	0.0670571004095113	0.0358192345727548
-0.0662503129511671	0.0669294402825204	0.0466534607634573
-0.0669075400908118	0.0667992195623789	0.0565819975642348
-0.0676778532522875	0.0666654015171135	0.0592516406133265
-0.0685047637878934	0.0665286101864085	0.0586961844915572
-0.069343956948816	0.0663912156243371	0.0568744084685211
-0.0702076926315131	0.0662517942947995	0.0537620719789484
-0.0711009286167157	0.0661068602144575	0.0512272913820364
-0.0720041823575832	0.0659599677188253	0.0485260737336145
-0.0729342309193179	0.0658101766622654	0.044989738353748
-0.0738635227998271	0.0656599707106153	0.0411746843906693
-0.0747089470140523	0.0655183829375776	0.0377605625932392
-0.075520514927478	0.0653799583834181	0.0343964608707821
-0.0763393541344014	0.0652392361740521	0.0313304627284857
-0.0771508949861314	0.0650984736700053	0.0283329439036101
-0.0779475166812851	0.0649601520185377	0.0246123688968399
-0.0787490280552705	0.0648203941242653	0.0209790721238179
-0.079526786446464	0.0646831961628802	0.0171006358581174
-0.0803169219450166	0.0645430331266345	0.0136874990239601
-0.0812177755440551	0.0643843307611971	0.0128010698400015
-0.0821588077137799	0.0642180967812768	0.0130324130058633
-0.083130871706217	0.0640462729135203	0.0142957526927511
-0.0841109948786378	0.0638719851063555	0.01612251652632
-0.0850130574326072	0.0637075863495901	0.0166572207596445
